ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
9,Conference,"5-شادماني ع, Miri M",Design and Simulation of Dual Polarization GST-onSilicon Nitride Optical Modulator ,,,design simulation dual polarization gst onsilicon nitride optical modulator,
9,Conference,"6-Janjan B, Fathi D, احمدي , Miri M",Backward Second Harmonic Generation in Silicon Waveguide ,,,backward second harmonic generation silicon waveguide,
9,Conference,"7-Miri M, Asemani M",Design and Circuit Implementation of Synchronizing Nonlinear Controller for Unified Chaotic System: A T-S Fuzzy Model Approach ,,,design circuit implementation synchronizing nonlinear controller unified chaotic system fuzzy model approach,"model, approach"
9,Conference,"8-Janjan B, Zarifkar A, Miri M",Ultra-compact High Speed Plasmonic Mach-Zehnder Modulator Utilizing Three-Waveguide Directional Couplers ,,,ultra compact high speed plasmonic mach zehnder modulator utilizing three waveguide directional couplers,
9,Conference,"9-Asemani M, Miri M",A Linear Controller for Synchronization of the Unified Chaotic System Using T-S Model: Design and Analog Circuit Implementation ,,,linear controller synchronization unified chaotic system using model design analog circuit implementation,"model, using"
9,Conference,"10-Bayat M, Miri M, Khorasani S",Analysis of add drop filter based on photonic crystal coupled cavities ,,,analysis add drop filter based photonic crystal coupled cavities,"analysis, based"
9,Conference,"11-Miri M, Naqavi A, Mehrany K, Rashidian B",Analysis and Simulation of Superprism Effect in Metallic Photonic Crystals ,,,analysis simulation superprism effect metallic photonic crystals,analysis
10,Journal,1- Bahman Soltani H (2024/10),Efficient linear analysis of coupled-cavity traveling-wave tubes using minimum number of dispersion frequency points ,,,efficient linear analysis coupled cavity traveling wave tubes using minimum number dispersion frequency points,"analysis, using"
10,Journal,2- Bahman Soltani H (2024/0),Validating the Narrow-Band Circuit Model for Analysis of the Evanescent Resonant Modes (ERMs) ,,,validating narrow band circuit model analysis evanescent resonant modes erms,"analysis, model"
10,Journal,3- Bahman Soltani H (2021/11),Theoretical foundations for the evanescent mode oscillator (EMO) as a high-efficiency source of millimeter-wave and terahertz radiations ,,,theoretical foundations evanescent mode oscillator emo high efficiency source millimeter wave terahertz radiations,
10,Journal,4- Bahman Soltani H (2021/0),Particle Simulations of the Evanescent Mode Oscillator (EMO) as a High-Efficiency Source of Millimeter-Wave and Terahertz Oscillations ,,,particle simulations evanescent mode oscillator emo high efficiency source millimeter wave terahertz oscillations,
10,Journal,"5- Bahman Soltani H, Abiri H (2019/9)",Mode Control Analysis and Large-Signal Design of a High-Power Terahertz Extended Interaction Oscillator ,,,mode control analysis large signal design high power terahertz extended interaction oscillator,"analysis, control"
10,Journal,"6- Bahman Soltani H, Abiri H (2019/5)",Analytical investigation of self-oscillating condition for resonant terahertz extended interaction oscillators ,,,analytical investigation self oscillating condition resonant terahertz extended interaction oscillators,
10,Journal,"7- Bahman Soltani H, Abiri H (2018/4)",Criteria for Determining Maximum Theoretical Oscillating Frequency of Extended Interaction Oscillators for Terahertz Applications ,,,criteria determining maximum theoretical oscillating frequency extended interaction oscillators terahertz applications,
10,Journal,"8- Bahman Soltani H, Abiri H (2017/8)",Developing a Load Line Concept to Study the Extended Interaction Oscillators ,,,developing load line concept study extended interaction oscillators,study
10,Journal,"9- Bahman Soltani H, Abiri H (2016/5)",Five-Wave Equation for Small-Signal Analysis of Traveling-Wave Tubes Considering the Effects of Axial Periodicity of the Interaction Structure ,,,five wave equation small signal analysis traveling wave tubes considering effects axial periodicity interaction structure,analysis
10,Conference,"1-Rouzegar , Bahman Soltani H, Abiri H",Design and Numerical Simulation of a 94-GHz MIG ,,,design numerical simulation 94 ghz mig,
11,Journal,"1- Zebardast H, Farhang M, Sheikhi A (2024/7)",Minimum PSL Sequence Set Design for MIMO Radars via Manifold-Based Optimization ,,,minimum psl sequence set design mimo radars via manifold based optimization,based
11,Journal,"2- Rafiee A, Farhang M (2023/9)",A deep convolutional neural network for salt-and-pepper noise removal using selective convolutional blocks ,,,deep convolutional neural network salt pepper noise removal using selective convolutional blocks,using
11,Journal,"3- Zebardast H, Farhang M, Sheikhi A (2023/12)",Signal Design with Minimum ISL and WISL Using Manifold-Based Optimization Algorithms ,,,signal design minimum isl wisl using manifold based optimization algorithms,"using, based"
11,Journal,"4- Rafiee A, Farhang M (2022/3)",A very fast and efficient multistage selective convolution filter for removal of salt and pepper noise ,,,fast efficient multistage selective convolution filter removal salt pepper noise,
11,Journal,"5- Haddadi S, Farhang M, Derakhtian M (2022/1)",Reliability?based quantization for soft decoding of LDPC codes in short?reach optical links ,,,reliability based quantization soft decoding ldpc codes short reach optical links,based
11,Journal,"6- Haddadi S, Farhang M, Derakhtian M (2021/8)",Generalized weighted bit-flipping LDPC decoding for asymmetric optical channels ,,,generalized weighted bit flipping ldpc decoding asymmetric optical channels,
11,Journal,"7- Haddadi S, Farhang M, Derakhtian M (2020/12)",Low-complexity decoding of LDPC codes using reduced-set WBF-based algorithms ,,,low complexity decoding ldpc codes using reduced set wbf based algorithms,"using, based"
11,Journal,"8- Mehboodi S, Jamshidi A, Farhang M (2018/8)", Spreading sequence estimation algorithms based on ML detector in DSSS communication systems ,,,spreading sequence estimation algorithms based ml detector dsss communication systems,based
11,Journal,"9- Dastgheib S, Farhang M (2017/9)",A digital pseudo-random number generator based on sawtooth chaotic map with a guaranteed enhanced period ,,,digital pseudo random number generator based sawtooth chaotic map guaranteed enhanced period,based
11,Journal,"10- Farmani A, Farhang M, Sheikhi M (2017/8)",High performance polarization-independent Quantum Dot Semiconductor Optical Amplifier with 22 dB fiber to fiber gain using Mode Propagation Tuning without additional polarization controller ,,,high performance polarization independent quantum dot semiconductor optical amplifier 22 db fiber fiber gain using mode propagation tuning without additional polarization controller,using
11,Journal,"11- Sedaghatnejad S, Farhang M (2015/12)",Detectability of Chaotic Direct-Sequence Spread-Spectrum Signals ,,,detectability chaotic direct sequence spread spectrum signals,
11,Journal,"12- Hassani Shoreh M, Hosseinianfar H, Akhoundi F, Yazdian E, Farhang M, Salehi J (2014/5)",Design and Implementation of Spectrally?Encoded Spread?Time CDMA Transceiver ,,,design implementation spectrally encoded spread time cdma transceiver,
11,Journal,"13- Farhang M, Salehi J (2010/5)",Optimum receiver design for transmitted-reference signaling ,,,optimum receiver design transmitted reference signaling,
11,Journal,"14- Farhang M, Salehi J (2009/12)",Optimum and suboptimum memoryless nonlinearities for the detection of ultrashort light pulses in Gaussian noise ,,,optimum suboptimum memoryless nonlinearities detection ultrashort light pulses gaussian noise,
11,Journal,"15- Farhang M, Salehi J (2008/11)",On the Performance of Spectrally-Encoded Spread-Time Ultrawideband CDMA Communication Systems ,,,performance spectrally encoded spread time ultrawideband cdma communication systems,
11,Conference,"1-Farhang M, Azhdari Y",Learning-based One-bit DoA Estimation with Single Snapshot ,,,learning based one bit doa estimation single snapshot,based
11,Conference,"2-Jafari R, Farhang M",Performance Comparison of OIDMA and Optical LDS-CDMA ,,,performance comparison oidma optical lds cdma,
11,Conference,"3-Hajji M, Rafiee A, Safavi A, Farhang M",Forecasting the Condition Severity of COVID-19 in Terms of Prevalence in Iran ,,,forecasting condition severity covid 19 terms prevalence iran,iran
11,Conference,"4-Mehboodi S, Jamshidi A, Farhang M",A Low-Complexity Near-Optimal Algorithm for Blind Estimation of Pseudo-Noise Sequences in DSSS Communication Systems ,,,low complexity near optimal algorithm blind estimation pseudo noise sequences dsss communication systems,
11,Conference,"5-Mehboodi S, Farhang M, Jamshidi A",Maximum Likelihood Estimation of Pseudo-Noise Sequences in Non-Cooperative Direct-Sequence Spread-Spectrum Communication Systems ,,,maximum likelihood estimation pseudo noise sequences non cooperative direct sequence spread spectrum communication systems,
11,Conference,"6-Mehboodi S, Jamshidi A, Farhang M",Two Algorithms for Spread-Spectrum Sequence Estimation for DSSS Signals in Non-Cooperative ,,,two algorithms spread spectrum sequence estimation dsss signals non cooperative,
11,Conference,"7-Sedaghatnejad S, Farhang M",Performance Analysis of intercept receivers for chaotic spread spectrum signals ,,,performance analysis intercept receivers chaotic spread spectrum signals,analysis
11,Conference,"8-Farhang M, Salehi J",Spread-time/time-hopping UWB CDMA communication ,,,spread time time hopping uwb cdma communication,
11,Conference,"9-Paidary M, Masnadi Shirazi A, Farhang M",Direction of Arrival Estimation of Direct-Sequence Spread-Spectrum Signals ,,,direction arrival estimation direct sequence spread spectrum signals,
12,Journal,"1- Almutairi A, Keshavarz-Haddad A, Aryafar E (2024/9)",A deep learning framework for blockage mitigation and duration prediction in mmWave wireless networks ,,,deep learning framework blockage mitigation duration prediction mmwave wireless networks,
12,Journal,"2- Honarmand F, Keshavarz-Haddad A (2024/5)",T-AODV: A trust-based routing against black-hole attacks in VANETs ,,,aodv trust based routing black hole attacks vanets,based
12,Journal,"3- Ahadipour A, Keshavarz-Haddad A (2024/4)",Correction to: Network selection in heterogeneous dense networks based on user clustering ,,,correction network selection heterogeneous dense networks based user clustering,based
12,Journal,"4- Ahadipour A, Keshavarz-Haddad A (2024/4)",Network selection in heterogeneous dense networks based on user clustering ,,,network selection heterogeneous dense networks based user clustering,based
12,Journal,"5- Attarian R, Keshavarz-Haddad A (2023/7)",Effective website fingerprinting attack based on the first packet direction only ,,,effective website fingerprinting attack based first packet direction,based
12,Journal,"6- Khodakhah F, Keshavarz-Haddad A, Jamshidi A (2022/9)",Outage minimisation for two-way piece-wise and forward (PF) relaying with SWIPT based energy harvesting ,,,outage minimisation two way piece wise forward pf relaying swipt based energy harvesting,based
12,Journal,"7- Keshavarz-Haddad A, Jamshidi A, Ghorbani S (2022/4)",Performance analysis of joint dual relay selection and physical layer network coding in two-way relay channels ,,,performance analysis joint dual relay selection physical layer network coding two way relay channels,analysis
12,Journal,"8- Safari M, Parvinnia E, Keshavarz-Haddad A (2021/9)",Industrial Intrusion Detection Based on the Behavior of Rotating Machine ,,,industrial intrusion detection based behavior rotating machine,based
12,Journal,"9- Fazeli M, Keshavarz-Haddad A, Jamshidi A (2021/5)",Performance evaluation of joint relay selection and network coding for multi-source and multi-destination relay network ,,,performance evaluation joint relay selection network coding multi source multi destination relay network,
12,Journal,"10- Mahdavi A, Keshavarz-Haddad A, Jamshidi A (2021/4)",Joint relay selection and opportunistic physical layer network coding for two-way relay channels ,,,joint relay selection opportunistic physical layer network coding two way relay channels,
12,Journal,"11- Keshavarz-Haddad A, Jamshidi A, Akhkandi P (2019/3)",Inter-symbol interference reduction channel codes based on time gap in diffusion-based molecular communications ,,,inter symbol interference reduction channel codes based time gap diffusion based molecular communications,based
12,Journal,"12- Jamshidi A, Keshavarz-Haddad A, Ardeshiri G (2019/3)",MAP detector performance analysis in diffusion-based relaying molecular communications ,,,map detector performance analysis diffusion based relaying molecular communications,"analysis, based"
12,Journal,"13- Radkani E, Hashemi S, Keshavarz-Haddad A, Amir Haeri M (2018/6)",An entropy-based distance measure for analyzing and detecting metamorphic malware ,,,entropy based distance measure analyzing detecting metamorphic malware,based
12,Journal,"14- Ghofrani F, Keshavarz-Haddad A, Jamshidi A (2018/5)",A new probabilistic classifier based on decomposable models with application to internet traffic ,,,new probabilistic classifier based decomposable models application internet traffic,"new, based"
12,Journal,"15- Keshavarz-Haddad A, Riedi R (2018/2)",Arena Function: A Framework for Computing Capacity Bounds in Wireless Networks ,,,arena function framework computing capacity bounds wireless networks,
12,Journal,"16- Arash A, Jamshidi A, Keshavarz-Haddad A (2017/8)",Probabilistic spectrum sensing data falsification attack in cognitive radio networks ,,,probabilistic spectrum sensing data falsification attack cognitive radio networks,
12,Journal,"17- Keshavarz-Haddad A, Aryafar E, Wang M, Chiang M (2017/2)","HetNets Selection by Clients: Convergence, Efficiency, and Practicality ",,,hetnets selection clients convergence efficiency practicality,
12,Journal,"18- Mahdavi A, Jamshidi A, Keshavarz-Haddad A (2017/12)", Selective physical layer network coding in bidirectional relay channel ,,,selective physical layer network coding bidirectional relay channel,
12,Journal,"19- Ahadipour A, Keshavarz-Haddad A (2017/1)",LPKP: location-based probabilistic key pre-distribution scheme for large-scale wireless sensor networks using graph coloring ,,,lpkp location based probabilistic key pre distribution scheme large scale wireless sensor networks using graph coloring,"using, based"
12,Journal,"20- Jamshidi A, Keshavarz-Haddad A, Zare F (2016/12)",Estimation of Convolutional Interleaver Parameters in the Burst and BSC Channels ,,,estimation convolutional interleaver parameters burst bsc channels,
12,Journal,"21- Arash A, Jamshidi A, Keshavarz-Haddad A (2015/5)",Game Theoretic Approach to Optimize the Throughput of Cognitive Radio Networks in Physical Layer Attacks ,,,game theoretic approach optimize throughput cognitive radio networks physical layer attacks,approach
12,Journal,"22- آقاجان زاده , Keshavarz-Haddad A (2015/2)",A Concise Model to Evaluate Security of SCADA Systems based on Security Standards ,,,concise model evaluate security scada systems based security standards,"model, based"
12,Journal,"23- Keshavarz-Haddad A, Riedi R (2014/1)",Bounds on the Benefit of Network Coding for Wireless Multicast and Unicast ,,,bounds benefit network coding wireless multicast unicast,
12,Journal,"24- Rohbanian M, Kharazmi M, Keshavarz-Haddad A, Keshtgari M (2013/7)",Watchdog-LEACH: A new method based on LEACH protocol to Secure Clustered Wireless Sensor Networks ,,,watchdog leach new method based leach protocol secure clustered wireless sensor networks,"method, new, based"
12,Journal,"25- Sharei Amarghan H, Keshavarz-Haddad A, Garraux G (2013/6)",Routing Protocols for Border Surveillance Using ZigBee-Based Wireless Sensor Networks ,,,routing protocols border surveillance using zigbee based wireless sensor networks,"using, based"
12,Journal,"26- Taheri boroujeni G, Yazdi M, Keshavarz-Haddad A, RAFEI BORUJENY A (2013/6)",Detection of Epileptic Seizure Using Wireless Sensor Networks ,,,detection epileptic seizure using wireless sensor networks,using
12,Conference,"1-Almutairi A, Keshavarz-Haddad A, Aryafar E",Gated Recurrent Units for Blockage Mitigation in mmWave Wireless ,,,gated recurrent units blockage mitigation mmwave wireless,
12,Conference,"2-Almutairi A, Srinivasan S, Keshavarz-Haddad A, Aryafar E",Deep Transfer Learning for Cross-Device Channel Classification in mmWave Wireless ,,,deep transfer learning cross device channel classification mmwave wireless,
12,Conference,"3-Aryafar E, Keshavarz-Haddad A",Distributed Alpha-Fair Throughput Aggregation in Multi-RAT Wireless Networks ,,,distributed alpha fair throughput aggregation multi rat wireless networks,
12,Conference,"4-Mahdavi A, Jamshidi A, Keshavarz-Haddad A",Max-Link Relay Selection with Physical Layer Network Coding in Two-Way Relay Networks ,,,max link relay selection physical layer network coding two way relay networks,
12,Conference,"5-Srinivasan S, Yu X, Keshavarz-Haddad A, Aryafar E",Fair Initial Access Design for mmWave Wireless ,,,fair initial access design mmwave wireless,
12,Conference,"6-Aryafar E, Keshavarz-Haddad A, Joe-Wong C",Proportional Fair RAT Aggregation in HetNets ,,,proportional fair rat aggregation hetnets,
12,Conference,"7-As'adi H, Keshavarz-Haddad A, Jamshidi A",A New Statistical Method for Wormhole Attack Detection in MANETs ,,,new statistical method wormhole attack detection manets,"method, new"
12,Conference,"8-Hamed H, Keshavarz-Haddad A, Golbahar Haghighi S",A Sybil Attack Detection Scheme for Urban VANETs based on RSU Support ,,,sybil attack detection scheme urban vanets based rsu support,based
12,Conference,"9-Aryafar E, Keshavarz-Haddad A",PAFD: Phased Array Full-Duplex ,,,pafd phased array full duplex,
12,Conference,"10-Imani A, Keshavarz-Haddad A, Eslami M, Haghighat J",Security Challenges and Attacks in M2M Communications ,,,security challenges attacks m2m communications,
12,Conference,"11-Ahadipour A, Mohammadi M, Keshavarz-Haddad A",SBPP: Statistical-Based Privacy-Preserving Approach for Data Gathering in Smart Grid ,,,sbpp statistical based privacy preserving approach data gathering smart grid,"approach, based"
12,Conference,"12-Mohammadi M, Keshavarz-Haddad A",A New Distributed Group Key Management Scheme for Wireless Sensor Networks ,,,new distributed group key management scheme wireless sensor networks,new
12,Conference,"13-Aryafar E, Keshavarz-Haddad A, Joe-Wong C, Chiang M",Max-Min Fair Resource Allocation in HetNets: Distributed Algorithms and Hybrid Architecture ,,,max min fair resource allocation hetnets distributed algorithms hybrid architecture,
12,Conference,"14-Ardeshiri G, Jamshidi A, Keshavarz-Haddad A",Performance Analysis of Decode and Forward Relay Network in Diffusion based Molecular Communication ,,,performance analysis decode forward relay network diffusion based molecular communication,"analysis, based"
12,Conference,"15-Zare A, Jamshidi A, Keshavarz-Haddad A",Receiver Design for Pulse Position Modulation Technique in Diffusion-Based Molecular Communication ,,,receiver design pulse position modulation technique diffusion based molecular communication,based
12,Conference,"16-Bigharaz R, Jamshidi A, Keshavarz-Haddad A",A Realistic Receiver Model for Neuro-spike Communication ,,,realistic receiver model neuro spike communication,model
12,Conference,"17-Mahdavi A, Jamshidi A, Keshavarz-Haddad A",A Selective Physical Layer Network Coding for Wireless Two-Way Relaying ,,,selective physical layer network coding wireless two way relaying,
12,Conference,"18-Akhkandi P, Keshavarz-Haddad A, Jamshidi A",A New Channel Code for Decreasing Inter-Symbol Interference in Diffusion Based Molecular Communications ,,,new channel code decreasing inter symbol interference diffusion based molecular communications,"new, based"
12,Conference,"19-Zowghi F, Keshavarz-Haddad A",An Image Encryption Scheme for JPEG and M-JPEG Based on Permutation of Pixel-Blocks ,,,image encryption scheme jpeg jpeg based permutation pixel blocks,based
12,Conference,"20-Gordany P, Keshavarz-Haddad A, Jamshidi A",Blind Recovery of Convolutional Codes over Noisy Channels ,,,blind recovery convolutional codes noisy channels,
12,Conference,"21-Ahadipour A, Keshavarz-Haddad A",A Novel Location-Based Key Distribution Scheme for Large-Scale Stationary Wireless Network ,,,novel location based key distribution scheme large scale stationary wireless network,based
12,Conference,"22-Ghavipoor S, Keshavarz-Haddad A",CRMF:Clustering and Intelligent Routing in WSNs with Mobile sink using Fuzzy logic ,,,crmf clustering intelligent routing wsns mobile sink using fuzzy logic,using
12,Conference,"23-Sobhani A, Keshavarz-Haddad A",A Distributed Patching Scheme for Controlling Mobile Malware Infection ,,,distributed patching scheme controlling mobile malware infection,
12,Conference,"24-Ghofrani F, Keshavarz-Haddad A, Jamshidi A",Internet Traffic Classification Using Multiple Classifiers ,,,internet traffic classification using multiple classifiers,using
12,Conference,"25-Aryafar E, Keshavarz-Haddad A",FD2: A Directional Full Duplex Communication System for Indoor Wireless Networks ,,,fd2 directional full duplex communication system indoor wireless networks,
12,Conference,"26-Monsef E, Keshavarz-Haddad A, Aryafar E, Saneii J, Chiang M",Convergence Properties of General Network Selection Games ,,,convergence properties general network selection games,
12,Conference,"27-Imani A, Keshavarz-Haddad A",DSDV-Het: A new Scalable Routing Protocol for Large Heterogeneous Ad Hoc Networks ,,,dsdv het new scalable routing protocol large heterogeneous ad hoc networks,new
12,Conference,"28-Najafi B, Keshavarz-Haddad A, Jamshidi A",A new Spectrum Path Diversity Routing Protocol based on AODV for Cognitive Radio Ad Hoc Networks ,,,new spectrum path diversity routing protocol based aodv cognitive radio ad hoc networks,"new, based"
12,Conference,"29-Sharei Amarghan H, Keshavarz-Haddad A, Garraux G",Routing Protocols for Border Surveillance Using ZigBee-Based Wireless Sensor Networks ,,,routing protocols border surveillance using zigbee based wireless sensor networks,"using, based"
12,Conference,"30-Ebrahimi Ghiri R, Keshavarz-Haddad A",Novel Broadcast Schemes based on Network Codes for Ad Hoc Networks with Noisy Wireless Links ,,,novel broadcast schemes based network codes ad hoc networks noisy wireless links,based
12,Conference,"31-Aryafar E, Keshavarz-Haddad A, Wang M, Chiang M",RAT Selection Games in HetNets ,,,rat selection games hetnets,
12,Conference,"32-Khojastepour M, Keshavarz-Haddad A",Multicast Achievable Rate Region of Deterministic Broadcast Channel ,,,multicast achievable rate region deterministic broadcast channel,
12,Conference,"33-Khojastepour M, Keshavarz-Haddad A",Intrinsic Multicast Region of Broadcast Channel ,,,intrinsic multicast region broadcast channel,
12,Conference,"34-Khojastepour M, Keshavarz-Haddad A",On Capacity Achieving Property of Rotational Coding for Acyclic Deterministic Wireless Networks ,,,capacity achieving property rotational coding acyclic deterministic wireless networks,
12,Conference,"35-Keshavarz-Haddad A, Khojastepour M",Rotate-and-Add Coding: A Novel Algebraic Network Coding Scheme ,,,rotate add coding novel algebraic network coding scheme,
12,Conference,"36-Safavi A, Keshavarz-Haddad A, Khoubani S, Mosharraf Dehkordi S, Tabei F, Dehghani A",A Remote Elderly Monitoring System with Localizing based on Wireless Sensor networks ,,,remote elderly monitoring system localizing based wireless sensor networks,based
12,Conference,"37-Keshavarz-Haddad A, Khojastepour M",On Capacity of Deterministic Wireless Networks under Node Half-duplexity Constrains ,,,capacity deterministic wireless networks node half duplexity constrains,
12,Conference,"38-Khojastepour M, Keshavarz-Haddad A",Rotational Coding Achieves Multicast Capacity of Deterministic Wireless Networks ,,,rotational coding achieves multicast capacity deterministic wireless networks,
12,Conference,"39-Khojastepour M, Keshavarz-Haddad A",On Capacity of Deterministic Relay Networks ,,,capacity deterministic relay networks,
12,Conference,"40-Keshavarz-Haddad A, Riedi R",Multicast Capacity of Large Homogeneous Multihop Wireless Networks ,,,multicast capacity large homogeneous multihop wireless networks,
12,Conference,"41-Keshavarz-Haddad A, Riedi R",Bounds on the Benefit of Network Coding: Throughput and Energy Saving in Wireless Networks ,,,bounds benefit network coding throughput energy saving wireless networks,
12,Conference,"42-Keshavarz-Haddad A, Riedi R",Bounds for the Capacity of Wireless Multihop Networks imposed by Topology and Demand ,,,bounds capacity wireless multihop networks imposed topology demand,
12,Conference,"43-Keshavarz-Haddad A, Riedi R","On the Broadcast Capacity of Multihop Wireless Networks: Interplay of Power, Density and Interference ",,,broadcast capacity multihop wireless networks interplay power density interference,
12,Conference,"44-Keshavarz-Haddad A, Ribeiro V, Riedi R",DRB and DCCB: Efficient and Robust Dynamic Broadcast for Ad Hoc and Sensor Networks ,,,drb dccb efficient robust dynamic broadcast ad hoc sensor networks,
12,Conference,"45-Keshavarz-Haddad A, Ribeiro V, Riedi R",Broadcast Flooding Revisited: Survivability and Latency ,,,broadcast flooding revisited survivability latency,
12,Conference,"46-Keshavarz-Haddad A, Ribeiro V, Riedi R",Broadcast Capacity in Multihop Wireless Networks ,,,broadcast capacity multihop wireless networks,
12,Conference,"47-Keshavarz-Haddad A, Ribeiro V, Riedi R",Color-Based Broadcasting for Ad Hoc Networks ,,,color based broadcasting ad hoc networks,based
12,Conference,"48-Riedi R, Keshavarz-Haddad A, Sarvotham S, Baraniuk R",Fractals in Networking: Modeling and Inference ,,,fractals networking modeling inference,
12,Conference,"49-Fazeli M, Jamshidi A, Keshavarz-Haddad A",Performance Evaluation of Network-Coded Decode-and-Forward Cooperation with Smart Relay Selection ,,,performance evaluation network coded decode forward cooperation smart relay selection,
12,Conference,"50-Ghorbani S, Jamshidi A, Keshavarz-Haddad A",Performance Evaluation of Joint Relay Selection and Network Coding in Two-Way Relaying Wireless Communication Networks ,,,performance evaluation joint relay selection network coding two way relaying wireless communication networks,
12,Conference,"51-Ghorbani S, Jamshidi A, Keshavarz-Haddad A",Performance Evaluation of Joint Relay Selection and Physical layer Network Coding in Multi Relay Wireless Communication ,,,performance evaluation joint relay selection physical layer network coding multi relay wireless communication,
12,Conference,"52-Ardeshiri G, Jamshidi A, Keshavarz-Haddad A",Optimal Relay Location in Diffusion Based Molecular Communication ,,,optimal relay location diffusion based molecular communication,based
12,Conference,"53-Ghofrani F, Jamshidi A, Keshavarz-Haddad A",Internet Traffic Classification Using Hidden Naive Bayes Model ,,,internet traffic classification using hidden naive bayes model,"model, using"
12,Conference,"54-Akhkandi P, Keshavarz-Haddad A, Jamshidi A",Channel Codes for ISI Reduction in Diffusion Based Molecular Communication ,,,channel codes isi reduction diffusion based molecular communication,based
12,Conference,"55-Javanmard Z, Jamshidi A, Keshavarz-Haddad A",Fast Index Coding Algorithms for Multi-rate Wireless Communications ,,,fast index coding algorithms multi rate wireless communications,
12,Conference,"1-Gandham S, Keshavarz-Haddad A",Heterogeneous back-off mechanism to decrease latency in mobile IP telephony ,,,heterogeneous back mechanism decrease latency mobile ip telephony,
12,Conference,"2-Khojastepour M, Keshavarz-Haddad A",Multicast Coding Methods and Systems ,,,multicast coding methods systems,
12,Conference,"3-Khojastepour M, Keshavarz-Haddad A",Deterministic Rotational Coding ,,,deterministic rotational coding,
13,Journal,"1- Baseri A, Alighanbari A (2024/11)",Ultra-sensitive singular-phase terahertz refractive index biosensor using graphene aided Tamm plasmonic resonance and variable angle ellipsometry ,,,ultra sensitive singular phase terahertz refractive index biosensor using graphene aided tamm plasmonic resonance variable angle ellipsometry,using
13,Journal,"2- Mazraeh-Fard I, Alighanbari A (2023/3)",Equivalent circuit model for a graphene-based high efficiency tunable broadband terahertz polarizer ,,,equivalent circuit model graphene based high efficiency tunable broadband terahertz polarizer,"model, based"
13,Journal,"3- Mazraeh-Fard I, Alighanbari A (2023/10)",Theoretical method for the analysis and design of tunable terahertz graphene-based Faraday polarization rotators ,,,theoretical method analysis design tunable terahertz graphene based faraday polarization rotators,"method, analysis, based"
13,Journal,"4- Mazraeh-Fard I, Alighanbari A (2022/7)",Equivalent circuit model for the analysis and design of graphene-based tunable terahertz polarizing metasurfaces ,,,equivalent circuit model analysis design graphene based tunable terahertz polarizing metasurfaces,"analysis, model, based"
13,Journal,"5- Jaldi M, Alighanbari A (2022/2)",Tunable wideband THz graphene-based artificial magnetic conductors ,,,tunable wideband thz graphene based artificial magnetic conductors,based
13,Journal,"6- Mazraeh-Fard I, Alighanbari A (2022/12)",Highly efficient tunable broadband terahertz polarizers based on a graphene metasurface ,,,highly efficient tunable broadband terahertz polarizers based graphene metasurface,based
13,Journal,"7- Jalali Deel A, Alighanbari A (2022/1)",Prism-shaped hyperlens for subwavelength focusing of light ,,,prism shaped hyperlens subwavelength focusing light,
13,Journal,"8- Jaldi M, Alighanbari A (2020/9)",Circuit model for curved coupled microstrip line AMC structure based on quasi-static analysis ,,,circuit model curved coupled microstrip line amc structure based quasi static analysis,"analysis, model, based"
13,Journal,"9- Farhadi S, Miri M, Alighanbari A (2020/7)",Design and simulation of a compact and ultra-wideband polarization beam splitter based on sub-wavelength grating multimode interference coupler ,,,design simulation compact ultra wideband polarization beam splitter based sub wavelength grating multimode interference coupler,based
13,Journal,"10- Keshavarz M, Alighanbari A (2020/5)",Self-referenced terahertz refractive index sensor based on a cavity resonance and Tamm plasmonic modes ,,,self referenced terahertz refractive index sensor based cavity resonance tamm plasmonic modes,based
13,Journal,"11- Jalali Deel A, Alighanbari A (2020/3)",Planar cascaded triangular hyperlens structures ,,,planar cascaded triangular hyperlens structures,
13,Journal,"12- Kazemzadeh M, Alighanbari A (2019/6)",Variation of device topology for material simplification as three-dimensional transformation optics methodology ,,,variation device topology material simplification three dimensional transformation optics methodology,
13,Journal,"13- Keshavarz M, Alighanbari A (2019/5)",Terahertz refractive index sensor based on Tamm plasmon-polaritons with graphene ,,,terahertz refractive index sensor based tamm plasmon polaritons graphene,based
13,Journal,"14- Jamalpoor K, Zarifkar A, Alighanbari A (2019/5)",A GaAs-based plasmonic source employing a nanoscale vertical cavity ,,,gaas based plasmonic source employing nanoscale vertical cavity,based
13,Journal,"15- Rezaei M, Zarifkar A, Miri M, Alighanbari A (2019/5)",Design of a high-efficient and ultra-compact full-adder based on graphene-plasmonic structure ,,,design high efficient ultra compact full adder based graphene plasmonic structure,based
13,Journal,"16- Kazemzadeh M, Alighanbari A (2018/4)",Three-Dimensional Transformation Optics for Arbitrary Coordinate Systems: Transforming Conductive Materials and Boundaries ,,,three dimensional transformation optics arbitrary coordinate systems transforming conductive materials boundaries,
13,Journal,"17- Talebnejad M, Sadeghi-Sarvestani A, نوروز زاده , Mortazavi S, Alighanbari A, Khalili M (2018/3)",The effects of microwave radiation on rabbit's retina ,,,effects microwave radiation rabbit retina,
13,Journal,"18- Alighanbari A, Haji tashakkori kenari R, Ramahi O (2017/8)",Curved Coupled Line Resonators for Microwave Filter Applications ,,,curved coupled line resonators microwave filter applications,
