ProfessorID,Course,Level
30,Basic Mathematics and Introduction to Statistics,Bachelor's
30,Statistics and its application in Manangement 1,Bachelor's
30,Statistics and its application in Manangement 2,Bachelor's
30,Probability 1,Bachelor's
30,Introduction to Statistics(Urbanism),Bachelor's
30,Probability 1,Bachelor's
30,Probability 2,Bachelor's
30,Introduction to Reliability Theory,Bachelor's
30,Bio Statistics,Bachelor's
30,Time series 1,Bachelor's
30,Advanced statistical analysis Methods & Software 1,PhD
31,Quantum Mechanics,Master's
31,Advanced Sollid State Physics,Master's
31,Physics 116,Bachelor's
31,Physics 124,Bachelor's
31,Analytical Mechanics 1,Bachelor's
31,Analytical Mechanics 2,Bachelor's
31,Quantum Mechanics 1,Bachelor's
31,Quantum Mechanics 2,Bachelor's
31,Electronics 1,Bachelor's
31,Laser Physics,Bachelor's
31,Statistical Mechanics,Bachelor's
31,Computer Applications Physics,Bachelor's
31,Optics Workshop,Bachelor's
31,Modern Physics 2,Bachelor's
31,Waves and vibrations,Bachelor's
31,Spectroscopy,Bachelor's
31,General Physics for Agricultural Sciences,Bachelor's
31,Physics for Urban Planning,Bachelor's
31,Univercity Pre Physics,Bachelor's
31,Quantum Mechanics 1,Bachelor's
31,Quantum Mechanics 2,Bachelor's
31,Mechanics,Bachelor's
31,Computational Physics,Master's
31,Advanced Quantum Mechanics 1,Master's
31,Advanced Quantum Mechanics 2,Master's
31,Plasmonics,Master's
31,Dielectric and Optical Properties of Materials,Master's
31,Quantum Electronics,Master's
31,Spectro Physics,Master's
31,Quantum Mechanical Methods in Atomic and Molecular Physics,Master's
31,Laser Spectroscopy,Master's
31,optics and laser lab,Master's
31,Advanced Optical Properties of Materials,PhD
31,Special Topics in Physics,PhD
31,Advanced Laser Physics 2,PhD
31,Nano Optics,PhD
31,Non-Linear Optics,PhD
31,Photonics,PhD
31,Electrodynamics 2,PhD
31,Advanced Laser Spectroscopy PHD,PhD
31,Nanophotonics,PhD
31,Special Topics in Microcavities,PhD
31,Advanced Quantum Mechanics 1 for Engineers,PhD
31,Advanced Quantum Electronics 1 for Engineers,PhD
31,physics and technology of ultrashort pulse lasers,PhD
31,Quantum Mechanics,Master's
31,Advanced Quantum Mechanics 1,Master's
31,Advanced Quantum Mechanics 2,Master's
31,Dielectric and Optical Properties of Materials,Master's
31,Special Topics in Physics,PhD
31,Solid state physics,Master's
31,Quantum Electronics,Master's
31,Special topics in Quantum Mechanics,Master's
31,Advanced Quantum Mechanics,PhD
31,Quantum Electronics,PhD
32,Basic Physics 1,Bachelor's
32,Basic Physics3,Bachelor's
32,Modern Physics 1,Bachelor's
32,Thermodynamics and Statistical Mechanics,Bachelor's
32,Quantum Mechanics 1,Bachelor's
32,Quantum Mechanics 2,Bachelor's
32,Thermodynamics and Statistical Mechanics 1,Bachelor's
32,complex systems,Bachelor's
32,Statistical Mechanics,Bachelor's
32,Theory of Relativity,Bachelor's
32,General Physics for Agricultural Sciences,Bachelor's
32,Mechanics,Bachelor's
32,Engineering Physics 1,Bachelor's
32,Physics for Urban Planning,Bachelor's
32,TECHNICAL ENGLISH,Bachelor's
32,Advanced Statistical Mechanics 1,Master's
32,critical phenamena,Master's
32,Complex Systems physics,Master's
32,Quantum Mechanical Methods in Atomic and Molecular Physics,Master's
32,Seminar 2,Master's
32,Seminar 1,Master's
32,Advanced Statistical Mechanics 2,PhD
32,Special Topics in Physics,PhD
32,Advanced Topics in Statistical Mechanics,PhD
32,Complex System,PhD
32,critical phenamena,PhD
32,Theoretical Fundations of Quantum Mechanics,PhD
32,Pre Comprehensive Physics Exam,PhD
32,Advance Statistical Mechanics 2,PhD
32,statistical field theory,PhD
32,Engineering Physics 1,Bachelor's
32,Complex System,Master's
32,Advance Statistical Mechanics 1,Master's
32,Quantum Mechanical Methods in Atomic and Molecular Physics,Master's
32,Advance Statistical Mechanics 2,PhD
33,Physics Lab 1,Bachelor's
33,Physics 111,Bachelor's
33,Physics 115,Bachelor's
33,Physics 116,Bachelor's
33,Physics 121,Bachelor's
33,Physics 122,Bachelor's
33,Mathematical Physics1,Bachelor's
33,Electromagnetism 1,Bachelor's
33,Electromagnetism 2,Bachelor's
33,Nuclear and elementary particles physics,Bachelor's
33,Nuclear and Particle Physics,Bachelor's
33,History and Philosophy of Physics,Bachelor's
33,Physics for Urban Planning,Bachelor's
33,TECHNICAL ENGLISH,Bachelor's
33,Advanced Nuclear Physics 1,Master's
33,Nuclear structure,Master's
33,High Energy Nuclear Physics,PhD
34,Physics 124,Bachelor's
34,Modern Physics 1,Bachelor's
34,Electromagnetism 1,Bachelor's
34,Electromagnetism 2,Bachelor's
34,machine shop,Bachelor's
34,Quantum Mechanics 1,Bachelor's
34,Quantum Mechanics 2,Bachelor's
34,Advanced Quantum Mechanics 1,Master's
34,Advanced Quantum Mechanics 2,Master's
34,Advanced Particle Physics 1,Master's
34,Advanced Particle Physics 2,Master's
34,Advanced Quantum Mechanics 1,Master's
34,Quantum Field Theory 1,Master's
34,Special Topics in Physics,PhD
34,Advanced Elementary Particles 1,PhD
34,Quantum Field Theories 1,PhD
34,Advance Statistical Mechanics 2,PhD
34,Advance Statistical Mechanics 3,PhD
34,Advanced Quantum Mechanics 2,Master's
35,Physical Geology,Bachelor's
35,Surveying,Bachelor's
35,Engineering geology,Bachelor's
35,Hydrology,Bachelor's
35,Agricultural Geology,Bachelor's
35,Fundamentals of Geomorphology,Bachelor's
35,Surveying,Bachelor's
35,Hydrology 2,Master's
35,Fundamentals of Hydrulic,Master's
35,Climatology and Meteorology,Master's
35,Hydrulic,Master's
35,Advanced Hydrogeology,Master's
35,Hydrulic of Groundwater,Master's
35,The Polution of Water Resources,Master's
35,Hydrochemistry,Master's
35,Grand water Hydraulics,Master's
35,Lab of Grand water Hydraulics,Master's
35,Cantamination of Graund water,Master's
35,Grand water Hydraulics,Master's
35,Advanced Hydrology,Master's
35,Applied Isotopy and Tracing,PhD
35,Advanced Hydrogeochemistry,PhD
35,Environmental chemistry of ground water,PhD
35,Isotop in Ground water,PhD
35,Advanced Hydrogeochemistary,PhD
35,Fundamentals of Geomorphology,Bachelor's
36,environmental geology,Bachelor's
36,Geochemistry,Bachelor's
36,Environmental Geology,Bachelor's
36,Principles of Sampling and Analysis of Anvironmental Specimens,Master's
36,Mineral Resource and Environment,Master's
36,Environmental Geochemistry,Master's
36,Environmentsof Geology in Engineering Projects,Master's
36,Specific Topics in Environment Geology,Master's
36,Environmental Management and Sustainable Development,Master's
36,Instrumental Analyses Methods,Master's
36,Environmental Geochemistry,Master's
36,Non-Organic Geochemistry,Master's
36,Environmental Biogeochemistry,PhD
36,Environmental Geology of Heavy Metals,PhD
36,Environmental Biogeochemistry,PhD
36,Principles of Environmental Toxicology,PhD
36,Urban Geochemistry,PhD
36,Environmental Economic Geology,PhD
36,Marine Geochemistry,PhD
36,Environmental Biogeochemistry,Master's
36,Geomorphology of Iran(1),Bachelor's
37,Structural geology,Bachelor's
37,Structural Geology,Bachelor's
37,Tectonics,Bachelor's
37,Geophysics,Bachelor's
37,Geology of Iran,Bachelor's
37,Field of Geology of Iran,Bachelor's
37,Field Geology,Bachelor's
37,Geomorphology,Bachelor's
37,Seismology,Bachelor's
37,Global tectonics,Master's
37,Seismotectonics,Master's
37,Neotectonics and morphotectonics,Master's
37,Tectonic modelling,Master's
37,Petrofabrics,Master's
37,Application of satellite images in structural Geology,Master's
37,Morphotectonics,Master's
37,Tectonics of Iran,Master's
37,Tectonics of Middle East,Master's
37,Applied Engineering geophysics,Master's
37,Application of remote sensing and GIS in geology,Master's
37,Advanced Tectonics 1,Master's
37,Geotectonics 1,Master's
37,Geotectonics 2,Master's
37,Geotectonics 2,Master's
37,Advanced structural geology 2,Master's
37,Basin Analysis,Master's
37,Practical Structural Geology,Master's
37,Geo-Hazard Remote Sensing,Master's
37,Advanced Tectonics 2,Master's
37,Tectonics and Sedimentation,PhD
37,Active Tectonics,PhD
37,Collisional Tectonics,PhD
37,Main Topics of Strain,PhD
37,Shear Zones in Rocks,PhD
37,Structural Analysis of Tectonites,PhD
37,Diapirism,PhD
37,Basins Analysis,PhD
37,Fundamentals of Geology,Bachelor's
37,General Geology,Bachelor's
37,abc,Bachelor's
37,Structural Geology,Bachelor's
37,abc,Bachelor's
37,Estructural geology,Bachelor's
37,Petroleum Geology,Master's
38,Physical Geology,Bachelor's
38,Sedimentology,Bachelor's
38,Sedimentary Petrology,Bachelor's
38,Petroleum Geology,Bachelor's
38,Energy Resources of the Earth,Bachelor's
38,Subsurface geology,Bachelor's
38,Pedology,Bachelor's
38,Sedimentary Environments,Bachelor's
38,Coal Geology,Bachelor's
38,Agricultural Geology,Bachelor's
38,Sedimentary Environments,Bachelor's
38,Quaternary geology,Master's
38,Organic Geochemistry,Master's
38,Petroleum geology,Master's
38,Advanced petroleum geology,Master's
38,Oil bearing Formations Evaluation,Master's
38,Clastic reservoirs,Master's
38,Exploration Depositional Models,Master's
38,Organic Geochemistry,Master's
38,Geomorphology II,Bachelor's
38,General Geology,Bachelor's
38,abc,Bachelor's
38,abc,Bachelor's
39,Basic Biochemistry,Bachelor's
39,Basic cell and molecular biology,Bachelor's
39,Cell and Molecular Biology Lab,Bachelor's
39,Cell ana Molecullar Biology,Bachelor's
39,Cell and Molecullar Biology Lab.,Bachelor's
39,Cell and Molecullar Biology 2,Bachelor's
39,Cell and Molecular Biology3,Bachelor's
39,Principle of Genetics Engineering,Bachelor's
39,Biochemistry of Vitamins and Hormons,Bachelor's
39,Spical Topics Cells,Bachelor's
39,Molecular Biology,Bachelor's
39,Control of Metabolism,Master's
39,Advanced Cell Biology,Master's
39,Cell and Molecullar Mechanism of Cancer,Master's
39,Clinical Biochemistry,Master's
39,Cell Processes in Eukaryotes,PhD
39,Cell and Molecular Biology of Cancer,PhD
39,Topics in Cell and Molecular Biology,PhD
39,Laboratory Teqnichues in Animal Biosystematics,PhD
39,Advanced Cell Biology,Master's
39,Control of Metabolism,Master's
39,Cell and Molecullar Mechanism of Cancer,Master's
40,Animal Physiology :Systems,Bachelor's
40,Animal Physiology L.,Bachelor's
40,Animal physiology1,Bachelor's
40,Animal physiology1 Lab,Bachelor's
40,Animal physiology2,Bachelor's
40,Animal Physiology :Neural and Endocrine Systems,Bachelor's
40,Animal Physiology 2 Lab,Bachelor's
40,Animal Physiology 3,Bachelor's
40,Principles of Animal Physiology,Bachelor's
40,physiology of exercise,Bachelor's
40,Special Topics in Physiology3,Bachelor's
40,Plant Science Seminar 1,Master's
40,Plant Science Seminar 2,Master's
40,Plant Science M.Sc.Thesis,Master's
40,Seminar 1,Master's
40,Seminar 2,Master's
40,Physiology of Central Nerves System,Master's
40,Cell Membrane Physiology,Master's
40,Thesis,Master's
40,Thesis,Master's
40,Thesis of Master Degree of Zoology,Master's
40,Thesis,Master's
40,Advanced Endocrinology,Master's
40,Circulatory System,Master's
40,Electrolytes Regulation in the Internal Milieue,Master's
40,General Pharmacology,Master's
40,Respiratory Physiology,Master's
40,Biological Adaptation Systems (from Molecule to Organisms to Population),PhD
40,Neuroanatomy,PhD
40,Cell Receptors,PhD
40,Advanced Cell Physiology,PhD
40,Neuro anatomy,PhD
40,Neuro Transmitters and Mecanisms,PhD
40,Cardio vascular Physiology,PhD
40,Neurophysiology,PhD
40,Special Topics in Animal Physiology,PhD
40,Advanced Cell Physiology,PhD
40,Neurophysiology,Bachelor's
40,Physiology of Nerves and Glands,Bachelor's
40,Fundamentals of physiology,Bachelor's
40,Neurophysiology and endocrinology,Bachelor's
40,Neurophysiology and endocrinology,Bachelor's
40,Medical Psychology and Neuropsychology,Master's
40,Anatomy and Fhysiology,Master's
40,Physiology,Bachelor's
40,Physiology,Master's
40,Medical Psychologe and Neuropsychologe,Master's
40,Respiratory Physiology,Master's
40,Physiology of Central Nerves System,Master's
40,Circulatory System,Master's
40,Neuroanatomy,PhD
40,Cell Receptors,PhD
40,Cell Physiology,PhD
40,Neurotransmitters and their Mechanism of Action,PhD
40,Cardiovascular Physiology,PhD
40,Neurophysiology,PhD
40,Anatomy and Fhysiology,Master's
40,Physiology,Bachelor's
40,Fundamentals of physiology,Bachelor's
40,Neurophysiology and endocrinology,Bachelor's
41,Ecology,Bachelor's
41,Animal Biology,Bachelor's
41,Animal Biology Lab.,Bachelor's
41,Animal Behavior,Bachelor's
41,Animal Biology,Bachelor's
41,Behaviour,Master's
41,Behaviour,Master's
41,Analytical Biogeography,PhD
41,Field Teqnichues in Animal Biosystematics,PhD
41,Laboratory Teqnichues in Animal Biosystematics,PhD
41,Ecology and Behavioral Evolution,PhD
42,Evolution,Bachelor's
42,Embryology,Bachelor's
42,InvertebrateZoology,Bachelor's
42,Invertebrate Zoology L,Bachelor's
42,Vertebrate Zoology,Bachelor's
42,Vertebrate Zoology L,Bachelor's
42,Principles of Biodiversity and Conservation Biology,Bachelor's
42,Materials and methods in animal biology,Bachelor's
42,Vertebrate Ecology,Bachelor's
42,Wildlife Biology,Bachelor's
42,Wildlife Techniques and Management,Bachelor's
42,Principles of Wildlife Managment,Bachelor's
42,Seminar 1,Master's
42,Seminar 2,Master's
42,Comparative Anatomy of Vertebrates,Master's
42,Species and Speciation,Master's
42,Zoogeography,Master's
42,Ichthyology,Master's
42,Fish Biology,Master's
42,Thesis,Master's
42,Thesis,Master's
42,Thesis,Master's
42,Thesis,Master's
42,Animal Biosystematics,Master's
42,Animal Comparative Embryology,Master's
42,Advanced Animal Biocystematics,Master's
42,Analytical Biogeography,PhD
42,Biodiversity,PhD
42,Biological Adaptation Systems (from Molecule to Organisms to Population),PhD
42,Field Teqnichues in Animal Biosystematics,PhD
42,Molecullar Biosystematic of Population,PhD
42,Analytical phylogeny,PhD
42,Laboratory Teqnichues in Animal Biosystematics,PhD
42,Classification,PhD
42,Ecology and Behavioral Evolution,PhD
42,Principles of Ecogelogy,PhD
42,Principles of Wildlife Management,Bachelor's
42,Biology of Game Animals,Bachelor's
42,Description and systematic,PhD
42,Animal Comparative Embryology,Master's
42,Animal Biosystematics,Master's
43,Biophysics,Bachelor's
43,Radio Biology,Bachelor's
43,Biophysics,Bachelor's
43,BioInformatic,Bachelor's
43,Biophysical Chemistry,Bachelor's
43,Radiobiology,Bachelor's
43,Advanced Bioinformatic,Master's
43,Biophysical Chemistry,Master's
43,Cellular Biophysics,Master's
43,Biophysics of Macromolecules and Modeling,PhD
43,Topics in Cell and Molecular Biology,PhD
43,Bioinformatics,PhD
43,Bioinformatics,PhD
43,Cellular Biophysics,Master's
43,Bioinformatic,Master's
44,Organic Geochemistry,Master's
44,Safety in Chemical Labratories,Bachelor's
44,Organic Chemistry2,Bachelor's
44,Organic Chemistry3,Bachelor's
44,Separation and Identification of Organic Compound Lab,Bachelor's
44,Identification of Organic Compounds,Bachelor's
44,Identification of Organic Compounds Laboratory,Bachelor's
44,Organic Physical Chemistry,Bachelor's
44,Organic Chemistry Principle,Bachelor's
44,Biological Organic Chemistry1for Biology,Bachelor's
44,Biological Organic Chemistry2for Biology,Bachelor's
44,Applicational Spectroscopy in Organic Chemistry,Bachelor's
44,Advanced Organic Chemistry,Master's
44,Organic Synthetic Methods,Master's
44,Physical Organic Chemistry,Master's
44,Spectroscopy in Organic Chemistry,Master's
44,Special Topic in Organic Chemistry,Master's
44,"Modern Topics in Organic Chemistry, PhD",PhD
44,"Organic Reactions, PhD",PhD
44,Advanced Heterocyclic Chemistry,PhD
44,"Organic Reactions, PhD",PhD
45,General Chemistry 1,Bachelor's
45,General Chemistry Lab 1,Bachelor's
45,Physical Chemistry1,Bachelor's
45,Physical Chemistry2,Bachelor's
45,Physical Chemistry 3,Bachelor's
45,Quantum Chemistry Fundamentals,Bachelor's
45,Molecular Spectroscopy,Bachelor's
45,English for Chemistry,Bachelor's
45,Chemical Engineering General Chemistry,Bachelor's
45,Physical Bio Chemistry,Bachelor's
45,Basic General Chemistry,Bachelor's
45,Computer Applications in Chemistry,Bachelor's
45,Molecular Spectroscopy,Master's
45,Quantum Chemistry 1,Master's
45,Quantum Chemistry 2,Master's
45,Molecular Spectroscopy 1 (PhD),PhD
45,Molecular Spectroscopy 2 (PhD),PhD
45,Chemical Valance,PhD
45,Quantum Chemistry 2 (PhD),PhD
45,Quantum Chemistry 3 (PhD),PhD
45,Quantum Chemistry II,PhD
46,Organic Chemistry 1,Bachelor's
46,Organic Chemistry2,Bachelor's
46,Organic Chemistry3,Bachelor's
46,Organic Chemistry Lab1,Bachelor's
46,Organic Chemistry Lab2,Bachelor's
46,Fundamentals of Polymer Chemistry,Bachelor's
46,Separation and Identification of Organic Compound Lab,Bachelor's
46,Polymer Chemistry,Bachelor's
46,English for Chemistry,Bachelor's
46,Organic Chemistry Principle,Bachelor's
46,Biological Organic Chemistry2for Biology,Bachelor's
46,Basic General Chemistry,Bachelor's
46,General Chemistry,Bachelor's
46,Biological Organic Chemistry1 for Biology,Bachelor's
46,Biological Organic Chemistry2 for Biology,Bachelor's
46,Principal of Polymer,Master's
46,Polymer Synthesis,Master's
46,Polymer materials Characterization,Master's
46,Polymer structure-property relationship,Master's
47,General Chemistry 1,Bachelor's
47,General Chemistry2,Bachelor's
47,Analytical Chemistry 1,Bachelor's
47,Analytical Chemistry Lab1,Bachelor's
47,Instrumental Analysis Chemistry,Bachelor's
47,Complementary Insdrumental Analysis,Bachelor's
47,Instrumental Analytical Chemistry lab,Bachelor's
47,Literature Review of Chemical Sources,Bachelor's
47,Chemical Literatures,Bachelor's
47,Enviromental Chemistry,Bachelor's
47,General Chemistry,Bachelor's
47,Analytical Chemistry for Engineering,Bachelor's
47,Basic General Chemistry,Bachelor's
47,Analytical Chemistry for Agricultural Sciences,Bachelor's
47,Analytical Chemistry Lab,Bachelor's
47,Analytical Chemisrty2,Bachelor's
47,Analytical Chemistry 3,Bachelor's
47,Electrochemical Analysis,Master's
47,Advanced Analytical Chemistry,Master's
47,Analytical Spectroscopy 1,Master's
47,Ultra Trace Analytical Methods,Master's
47,Electro Chemical Analysis,PhD
48,Organic Chemistry 1,Bachelor's
48,Organic Chemistry Lab2,Bachelor's
48,Identification of Organic Compounds Laboratory,Bachelor's
48,Organic Physical Chemistry,Bachelor's
48,Chemical Engineering General Chemistry,Bachelor's
48,Organic Chemistry Principle,Bachelor's
48,Basic General Chemistry,Bachelor's
48,Biological Organic Chemistry1 for Biology,Bachelor's
48,Biological Organic Chemistry2 for Biology,Bachelor's
48,Physical Organic Chemistry,Master's
49,General Calculus I) 111),Bachelor's
49,General Calculus II) 112),Bachelor's
49,General Calculus I,Bachelor's
49,Elementary Algebra,Bachelor's
49,Algebra I,Bachelor's
49,Algebra II,Bachelor's
49,Algebra III,Bachelor's
49,Elementary Matrix and Linear Algebra,Bachelor's
49,Mathematical Instruction II,Bachelor's
49,Topics in Mathematics,Bachelor's
49,General Calculus I,Bachelor's
49,General Calculus for Agricultural Sciences,Bachelor's
49,General Calculus I for Agricultural Sciences,Bachelor's
49,Mathematics and Statistics for Architecture,Bachelor's
49,Pre-University Mathematics,Bachelor's
49,Pre-University Mathematics,Bachelor's
49,Algebra I,Bachelor's
49,Algebra II,Bachelor's
49,Remedial Algebra,Master's
49,Advanced Algebra,Master's
49,Seminar I,Master's
49,Commutative Algebra I,Master's
49,Algebraic Number Theory,Master's
49,Introduction To Commutative Algebra Theory,PhD
49,Commutative Algebra Theory,PhD
49,Commutative Algebra II,PhD
49,Commutative Algebra III,PhD
49,Algebraic Number Theory,PhD
49,Special Topics in Algebra,PhD
49,Associate,PhD
49,Rural Architecture(1),PhD
49,Geometry2,PhD
49,Advanced Algebra,Master's
49,Finite Groups,Master's
49,Mathematics & Statics,Bachelor's
50,Application of computer software in the field of Mathematical Instruction,Bachelor's
50,General Calculus I) 111),Bachelor's
50,General Calculus II) 112),Bachelor's
50,Calculus I (121),Bachelor's
50,Calculus II (122),Bachelor's
50,General Calculus II,Bachelor's
50,Elementary Matrix and Linear Algebra,Bachelor's
50,Mathematical Analysis I,Bachelor's
50,Mathematical Analysis II,Bachelor's
50,Mathematical Analysis III,Bachelor's
50,Elementary Numerical Analysis,Bachelor's
50,Numerical Analysis I,Bachelor's
50,Numerical Analysis II,Bachelor's
50,Numerical Linear Algebra,Bachelor's
50,Discrete Mathematics,Bachelor's
50,Foundation Of Geometry,Bachelor's
50,Mathematical Instruction I,Bachelor's
50,Graph Theory And Its Applications,Bachelor's
50,Topics in Mathematics,Bachelor's
50,History of mathematics,Bachelor's
50,Mathematics Project,Bachelor's
50,Math Softwares,Bachelor's
50,General Calculus II,Bachelor's
50,Real Analysis I,Master's
50,Data-Driven mathematical modeling,Master's
50,Seminar I,Master's
50,Numerical Methods in Data Scince,Master's
50,Functional Analysis,Master's
50,Advanced Numerical Analysis,Master's
50,Numerical software,Master's
50,Numerical Methods in Linear Algebra,Master's
50,Approximation Theory,Master's
50,Advanced Engineering Mathematics,Master's
50,Banach Algebras,PhD
50,Special Topics in Analysis,PhD
50,Operators Theory,PhD
50,Topics in Analysis,PhD
50,Wavelets Theory,PhD
50,Theory of Frames with Applicatiions,PhD
50,Thesis,PhD
50,Numerical Linear Algebra and Data Mining,PhD
50,Iterative Methods in Numerical Linear Algebra,PhD
50,The mathematical foundations of compressed sensing,PhD
50,Parallel Computing,PhD
50,Numerical Approximation Theory,PhD
50,Topics in Numerical Analysis,PhD
50,Numerical Linear Algebra,Master's
50,Real Analysis I,Master's
50,Applied Functional Analysis,Master's
50,Advanced Numerical Analysis,Master's
50,Advanced Engineering Mathematics,Master's
50,Computer Lab,Bachelor's
50,Fundamental of Programming,Bachelor's
50,Numerical Analysis Methods,Bachelor's
50,Advanced Engineering Mathematics,PhD
50,Mathematical Engineering,Bachelor's
50,Mathematical Engineering,Bachelor's
50,Calculus II,Bachelor's
50,Mathematical Engineering,Bachelor's
50,Discrete Structures,Bachelor's
51,Elementary Numerical Analysis,Bachelor's
51,Numerical Analysis II,Bachelor's
51,Numerical Linear Algebra,Bachelor's
51,Linear Optimization,Bachelor's
51,Operational Research II,Bachelor's
51,Non-Linear Optimization,Bachelor's
51,Elementary Numerical Analysis,Bachelor's
51,Basic Mathematics,Bachelor's
51,Mathematics for Geography,Bachelor's
51,General Calculus I,Bachelor's
51,Mathematics and its Application in Manangement,Bachelor's
51,Applied Mathematics I,Bachelor's
51,Applied Mathematics II,Bachelor's
51,Mathematics and its application in Accounting II,Bachelor's
51,Applied Mathematics in Tourism,Bachelor's
51,Seminar I,Master's
51,Advanced Operation Research I,Master's
51,Advanced Linear Programming,Master's
51,Non-linear Optimization Models,Master's
51,Advanced Mathematical Programing,Master's
51,Convex Analysis,PhD
51,Muti-objective Optimization,PhD
51,Topics in Operational Research,PhD
51,Numerical Methoda and Simulation,Bachelor's
51,Advanced Mathematical Programing,Master's
51,Operations Research,Bachelor's
52,Calculus 110,Bachelor's
52,General Calculus I) 111),Bachelor's
52,General Calculus II) 112),Bachelor's
52,Calculus I (121),Bachelor's
52,Calculus II (122),Bachelor's
52,Differential Equations,Bachelor's
52,Topics in Mathematics,Bachelor's
52,Elementary Combinatorics,Bachelor's
52,Introduction to Cryptography,Bachelor's
52,Basic Mathematics,Bachelor's
52,Mathematics for Geography,Bachelor's
52,General Calculus I,Bachelor's
52,Differential equations,Bachelor's
52,Technical language for mathematics,Bachelor's
52,Seminar I,Master's
52,Cryptography,Master's
53,Calculus I (121),Bachelor's
53,Calculus II (122),Bachelor's
53,Calculus III) 123),Bachelor's
53,General Calculus II,Bachelor's
53,Differential Equations,Bachelor's
53,Elementary Matrix and Linear Algebra,Bachelor's
53,Elementary Numerical Analysis,Bachelor's
53,Partial Differential Equation,Bachelor's
53,Theory of Ordinary Differential Equations,Bachelor's
53,Elementary Dynamical Systems,Bachelor's
53,Applied Mathematics I,Bachelor's
53,Mathematics for Chemistry,Bachelor's
53,Engineering Mathematics,Bachelor's
53,Numerical Solution of Partial Differential Equations,Master's
53,Applied Analysis Functional,Master's
53,Theory of Partial Differential Equations,Master's
53,Theory of Partial Differential Equations II,Master's
53,Supplementary mathematics for Agricultural Sciences/Advanced Mathematics I,Master's
53,Intermediate Engineering Mathematics,Master's
53,Advanced Engineering Mathematics,PhD
53,Supplementary mathematics for Agricultural Sciences/Advanced Mathematics I,Master's
53,Advanced Mathematics,Master's
53,Intermediate Engineering Mathematics,Master's
54,Differential equations,Bachelor's
54,General Calculus I,Bachelor's
54,General Calculus II,Bachelor's
54,Differential Equations,Bachelor's
54,Numerical Analysis I,Bachelor's
54,Partial Differential Equation,Bachelor's
54,Differential Equation Theory,Bachelor's
54,General Calculus II,Bachelor's
54,General Calculus I,Bachelor's
54,General Calculus II for Agricultural Sciences,Bachelor's
54,Differential equations,Bachelor's
54,Numerical Analysis for chemistry,Bachelor's
54,Engineering Mathematics,Bachelor's
54,Operators Theory,Master's
54,Theory of Ordinary Differential Equations,Master's
54,Partial Differential Equations I,Master's
54,Differential Operators of Mathematical Physics,Master's
54,Theory of Partial Differential Equations,Master's
54,Theory of Partial Differential Equations II,Master's
54,Supplementary mathematics for Agricultural Sciences/Advanced Mathematics I,Master's
54,Boundary Value Problems,PhD
54,Advanced Engineering Mathematics,PhD
54,Operators Equation,PhD
54,Topics in Partial Differential Equation & Dynamical Systems,PhD
54,Differential Operators of Mathematical Physics,Master's
54,Theory of Partial Differential Equations,Master's
55,General Calculus I) 111),Bachelor's
55,Calculus I (121),Bachelor's
55,Calculus II (122),Bachelor's
55,Foundation of Mathematics,Bachelor's
55,Elementary Algebra,Bachelor's
55,Algebra I,Bachelor's
55,Algebra III,Bachelor's
55,Elementary Matrix and Linear Algebra,Bachelor's
55,Number Theory,Bachelor's
55,Topics in Mathematics,Bachelor's
55,Elementary Combinatorics,Bachelor's
55,General Calculus I,Bachelor's
55,General Calculus II,Bachelor's
55,Applied Mathematics I,Bachelor's
55,Linear algebra,Bachelor's
55,Algebra II,Bachelor's
55,Remedial Algebra,Master's
55,Advanced Algebra,Master's
55,Commutative Algebra I,Master's
55,Finite Groups,Master's
55,Ring & Module Theory,Master's
55,Some Topics in Modules and Rings of Fractions,PhD
55,Advanced Topics in Ring and Module,PhD
55,Rings Theory I,PhD
55,Rings Theory II,PhD
55,Special Topics in Algebra,PhD
55,Calculus 121,Bachelor's
56,Agricultural Practices,Bachelor's
56,Fundamentals of Surveying,Bachelor's
56,Advanced Surveying,Bachelor's
56,Water Supply and Distribution Networks,Bachelor's
56,Water Resources Management and Environmental Issues,Bachelor's
56,Environmental Pollution,Bachelor's
56,Soil and Water Conservation and Environmental Issues,Bachelor's
56,Advanced Soil Water Plant Relationships,Master's
56,Surface Irrigation,Master's
56,Plant- Environment Relationships,Master's
56,Agricultural Practices,Bachelor's
56,Field Training in Agriculture,Bachelor's
56,Agricultural practices,Bachelor's
56,Field Practices,Bachelor's
56,Field Practise,Bachelor's
56,Agricultural Practicum,Bachelor's
56,Field Practices,Bachelor's
56,Agricultural Field Practice,Bachelor's
56,"Water, Soil and Plant Relationships",Bachelor's
56,"Water, Soil and Plant Relationships",Bachelor's
56,Water Problems,Bachelor's
56,Hydrology,Bachelor's
56,Surface Irrigation,Master's
57,Introductory Irrigation,Bachelor's
57,Construction Materials and Methods,Bachelor's
57,Open Channel Hydraulics,Bachelor's
57,Project,Bachelor's
57,Open Channel Hydraulics,Bachelor's
57,Seminar,Master's
57,Thesis,Master's
57,Thesis,Master's
57,Thesis,Master's
57,Advanced Open Channel Hydraulics,Master's
57,Surface Irrigation,Master's
57,Thesis (Irrigation and Drainage),Master's
57,(Irrigation and Drainage)Thesis,Master's
57,Thesis (Irrigation and Drainage),Master's
57,Thesis (Irrigation and Drainage),Master's
57,Thesis (Irrigation and Drainage),Master's
57,Thesis (Irrigation and Drainage),Master's
57,Thesis (Irrigation and Drainage),Master's
